id_policy,id_client,car_color,sum_assured,car_model,end_date_validity,current_payment,nomthly_payment,actual_date,user_id,user_email,user_age,complete_name,brand_name,country_name,velocity_max_amount,incident_id,policy_id,repair_amount,accident_count,rank,points,classification
001dY1wrXF8259562017,001dY1wrXF0Vfo40Kkqv4R,rojo,825956.00,2017,2024-01-01T00:00:00.000-06:00,true,82595.60,2023-08-17T14:18:09.624-06:00,,,,,,,,A,001dY1wrXF8259562017,600225.00,,,0,C
001dY1wrXF8259562017,001dY1wrXF0Vfo40Kkqv4R,rojo,825956.00,2017,2024-01-01T00:00:00.000-06:00,true,82595.60,2023-08-17T14:18:09.624-06:00,,,,,,,,A,001dY1wrXF8259562017,600225.00,,,0,C
00BFENNxGx4105952020,00BFENNxGxKbSeBxYnDHvp,gris,410595.00,2020,2024-11-01T00:00:00.000-06:00,true,41059.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00BFENNxGx4105952020,413966.00,600,36,0,C
00BFENNxGx4105952020,00BFENNxGxKbSeBxYnDHvp,gris,410595.00,2020,2024-11-01T00:00:00.000-06:00,true,41059.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00BFENNxGx4105952020,413966.00,600,36,0,C
00BgcUYkII4413522022,00BgcUYkIImsDN5rNjkR1U,rosa,441352.00,2022,2025-06-01T00:00:00.000-06:00,true,44135.20,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00BgcUYkII4413522022,766509.00,624,13,0,C
00BgcUYkII4413522022,00BgcUYkIImsDN5rNjkR1U,rosa,441352.00,2022,2025-06-01T00:00:00.000-06:00,true,44135.20,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00BgcUYkII4413522022,766509.00,624,13,0,C
00BgcUYkII5588222017,00BgcUYkIImsDN5rNjkR1U,rosa,558822.00,2017,2025-04-01T00:00:00.000-06:00,true,55882.20,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00BgcUYkII5588222017,819359.00,624,13,0,C
00BgcUYkII5588222017,00BgcUYkIImsDN5rNjkR1U,rosa,558822.00,2017,2025-04-01T00:00:00.000-06:00,true,55882.20,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00BgcUYkII5588222017,819359.00,624,13,0,C
00Dj0k3r0a4860622019,00Dj0k3r0a6HKTLanwET8L,naranja,486062.00,2019,2024-05-01T00:00:00.000-06:00,true,48606.20,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00Dj0k3r0a4860622019,740556.00,588,52,0,C
00Dj0k3r0a4860622019,00Dj0k3r0a6HKTLanwET8L,naranja,486062.00,2019,2024-05-01T00:00:00.000-06:00,true,48606.20,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00Dj0k3r0a4860622019,740556.00,588,52,0,C
00G6GfVa1u3078502020,00G6GfVa1uUyXBEEaqytL5,rojo,307850.00,2020,2023-09-01T00:00:00.000-06:00,true,30785.00,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00G6GfVa1u3078502020,709905.00,602,32,0,C
00G6GfVa1u3078502020,00G6GfVa1uUyXBEEaqytL5,rojo,307850.00,2020,2023-09-01T00:00:00.000-06:00,true,30785.00,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00G6GfVa1u3078502020,709905.00,602,32,0,C
00LR5YpTq24133532019,00LR5YpTq2VbEcIzyCzBfa,negro,413353.00,2019,2025-02-01T00:00:00.000-06:00,true,41335.30,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00LR5YpTq24133532019,978555.00,568,90,0,C
00LR5YpTq24133532019,00LR5YpTq2VbEcIzyCzBfa,negro,413353.00,2019,2025-02-01T00:00:00.000-06:00,true,41335.30,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00LR5YpTq24133532019,978555.00,568,90,0,C
00LqyDGkLM4888202016,00LqyDGkLMTy9a1oaHB16E,cafe,488820.00,2016,2023-05-01T00:00:00.000-06:00,true,48882.00,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00LqyDGkLM4888202016,457998.00,600,35,0,C
00LqyDGkLM4888202016,00LqyDGkLMTy9a1oaHB16E,cafe,488820.00,2016,2023-05-01T00:00:00.000-06:00,true,48882.00,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00LqyDGkLM4888202016,457998.00,600,35,0,C
00MQem6OfR5790112015,00MQem6OfRmdIgYh4TyZf0,azul,579011.00,2015,2024-09-01T00:00:00.000-06:00,true,57901.10,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00MQem6OfR5790112015,260511.00,618,17,0,C
00MQem6OfR5790112015,00MQem6OfRmdIgYh4TyZf0,azul,579011.00,2015,2024-09-01T00:00:00.000-06:00,true,57901.10,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00MQem6OfR5790112015,260511.00,618,17,0,C
00OhRUUEs85781382021,00OhRUUEs8fYcEoCAYFczP,gris,578138.00,2021,2025-03-01T00:00:00.000-06:00,true,57813.80,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00OhRUUEs85781382021,269740.00,596,39,0,C
00OhRUUEs85781382021,00OhRUUEs8fYcEoCAYFczP,gris,578138.00,2021,2025-03-01T00:00:00.000-06:00,true,57813.80,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00OhRUUEs85781382021,269740.00,596,39,0,C
00TYv5NLZk6299512016,00TYv5NLZkKXq5KJZ6LMDt,blanco,629951.00,2016,2023-09-01T00:00:00.000-06:00,true,62995.10,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00TYv5NLZk6299512016,799442.00,,,0,C
00TYv5NLZk6299512016,00TYv5NLZkKXq5KJZ6LMDt,blanco,629951.00,2016,2023-09-01T00:00:00.000-06:00,true,62995.10,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00TYv5NLZk6299512016,799442.00,,,0,C
00U1MkSgp66566212022,00U1MkSgp6j4X9TzlPOfOP,negro,656621.00,2022,2024-03-01T00:00:00.000-06:00,true,65662.10,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00U1MkSgp66566212022,689449.00,598,37,0,C
00U1MkSgp66566212022,00U1MkSgp6j4X9TzlPOfOP,negro,656621.00,2022,2024-03-01T00:00:00.000-06:00,true,65662.10,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00U1MkSgp66566212022,689449.00,598,37,0,C
00b9SnkWXA9043062020,00b9SnkWXAi7WN6QyEaF7V,amarillo,904306.00,2020,2024-10-01T00:00:00.000-06:00,true,90430.60,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00b9SnkWXA9043062020,208917.00,,,0,C
