id_policy,id_client,car_color,sum_assured,car_model,end_date_validity,current_payment,nomthly_payment,actual_date,user_id,user_email,user_age,complete_name,brand_name,country_name,velocity_max_amount,incident_id,policy_id,repair_amount,accident_count,rank,points,classification
00349h1hy29092282021,00349h1hy2raWiakxSDfsU,cafe,909228.00,2021,2023-11-01T00:00:00.000-06:00,true,90922.80,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00349h1hy29092282021,968759.00,656,5,0,C
00349h1hy29092282021,00349h1hy2raWiakxSDfsU,cafe,909228.00,2021,2023-11-01T00:00:00.000-06:00,true,90922.80,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00349h1hy29092282021,968759.00,656,5,0,C
003FTlCpBT8754632021,003FTlCpBTM4eSqYSWPv4H,negro,875463.00,2021,2025-05-01T00:00:00.000-06:00,true,87546.30,2023-08-17T14:18:09.624-06:00,,,,,,,,A,003FTlCpBT8754632021,219967.00,626,12,0,C
003FTlCpBT8754632021,003FTlCpBTM4eSqYSWPv4H,negro,875463.00,2021,2025-05-01T00:00:00.000-06:00,true,87546.30,2023-08-17T14:18:09.624-06:00,,,,,,,,A,003FTlCpBT8754632021,219967.00,626,12,0,C
00BAw65aa85162712016,00BAw65aa83s6Utidnc4vP,gris,516271.00,2016,2024-04-01T00:00:00.000-06:00,true,51627.10,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00BAw65aa85162712016,641454.00,614,20,0,C
00BAw65aa85162712016,00BAw65aa83s6Utidnc4vP,gris,516271.00,2016,2024-04-01T00:00:00.000-06:00,true,51627.10,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00BAw65aa85162712016,641454.00,614,20,0,C
00G517WQ959730052021,00G517WQ95QHIF4t2H1yWG,rojo,973005.00,2021,2025-01-01T00:00:00.000-06:00,true,97300.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00G517WQ959730052021,688986.00,,,0,C
00G517WQ959730052021,00G517WQ95QHIF4t2H1yWG,rojo,973005.00,2021,2025-01-01T00:00:00.000-06:00,true,97300.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00G517WQ959730052021,688986.00,,,0,C
00LfFm08VW4594582019,00LfFm08VWeZwB0Zlm24AT,rojo,459458.00,2019,2025-08-01T00:00:00.000-06:00,true,45945.80,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00LfFm08VW4594582019,193614.00,566,96,0,C
00LfFm08VW4594582019,00LfFm08VWeZwB0Zlm24AT,rojo,459458.00,2019,2025-08-01T00:00:00.000-06:00,true,45945.80,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00LfFm08VW4594582019,193614.00,566,96,0,C
00Mhg8ZfH05141102016,00Mhg8ZfH0Qcn4oL5X5t4p,rojo,514110.00,2016,2023-02-01T00:00:00.000-06:00,false,51411.00,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00Mhg8ZfH05141102016,710446.00,602,29,0,C
00Mhg8ZfH05141102016,00Mhg8ZfH0Qcn4oL5X5t4p,rojo,514110.00,2016,2023-02-01T00:00:00.000-06:00,false,51411.00,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00Mhg8ZfH05141102016,710446.00,602,29,0,C
00NAQYOP4A6872382018,00NAQYOP4AmWR549nnYJZu,azul,687238.00,2018,2023-04-01T00:00:00.000-06:00,true,68723.80,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00NAQYOP4A6872382018,836583.00,572,85,0,C
00NAQYOP4A6872382018,00NAQYOP4AmWR549nnYJZu,azul,687238.00,2018,2023-04-01T00:00:00.000-06:00,true,68723.80,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00NAQYOP4A6872382018,836583.00,572,85,0,C
00OJx2ReNh2515892019,00OJx2ReNhRrIiRTCObuKA,verde,251589.00,2019,2023-12-01T00:00:00.000-06:00,true,25158.90,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00OJx2ReNh2515892019,951246.00,,,0,C
00OJx2ReNh2515892019,00OJx2ReNhRrIiRTCObuKA,verde,251589.00,2019,2023-12-01T00:00:00.000-06:00,true,25158.90,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00OJx2ReNh2515892019,951246.00,,,0,C
00OnRCSuPd4347072015,00OnRCSuPdjuxzrqk8Umhj,amarillo,434707.00,2015,2023-07-01T00:00:00.000-06:00,false,43470.70,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00OnRCSuPd4347072015,417740.00,586,61,0,C
00OnRCSuPd4347072015,00OnRCSuPdjuxzrqk8Umhj,amarillo,434707.00,2015,2023-07-01T00:00:00.000-06:00,false,43470.70,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00OnRCSuPd4347072015,417740.00,586,61,0,C
00RaykzZO19017682022,00RaykzZO1vFk3eSSxHYHV,gris,901768.00,2022,2023-06-01T00:00:00.000-06:00,false,90176.80,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00RaykzZO19017682022,392627.00,,,0,C
00RaykzZO19017682022,00RaykzZO1vFk3eSSxHYHV,gris,901768.00,2022,2023-06-01T00:00:00.000-06:00,false,90176.80,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00RaykzZO19017682022,392627.00,,,0,C
00ShxbIH1Z8898462016,00ShxbIH1Zph4iwwaORtBV,verde,889846.00,2016,2024-04-01T00:00:00.000-06:00,true,88984.60,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00ShxbIH1Z8898462016,352023.00,,,0,C
00ShxbIH1Z8898462016,00ShxbIH1Zph4iwwaORtBV,verde,889846.00,2016,2024-04-01T00:00:00.000-06:00,true,88984.60,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00ShxbIH1Z8898462016,352023.00,,,0,C
00TxSiyaZA3770952020,00TxSiyaZAqr0xUpGEe55s,rojo,377095.00,2020,2024-11-01T00:00:00.000-06:00,true,37709.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00TxSiyaZA3770952020,686228.00,,,0,C
00TxSiyaZA3770952020,00TxSiyaZAqr0xUpGEe55s,rojo,377095.00,2020,2024-11-01T00:00:00.000-06:00,true,37709.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00TxSiyaZA3770952020,686228.00,,,0,C
00bEP3V5Ov5029052015,00bEP3V5Ova0ihFnLUFbK2,negro,502905.00,2015,2024-03-01T00:00:00.000-06:00,true,50290.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00bEP3V5Ov5029052015,846106.00,592,45,0,C
00bEP3V5Ov5029052015,00bEP3V5Ova0ihFnLUFbK2,negro,502905.00,2015,2024-03-01T00:00:00.000-06:00,true,50290.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00bEP3V5Ov5029052015,846106.00,592,45,0,C
00gN5MqO5T3245752019,00gN5MqO5TzTrePcZ3NWYK,negro,324575.00,2019,2023-05-01T00:00:00.000-06:00,true,32457.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00gN5MqO5T3245752019,479369.00,652,7,0,C
00gN5MqO5T3245752019,00gN5MqO5TzTrePcZ3NWYK,negro,324575.00,2019,2023-05-01T00:00:00.000-06:00,true,32457.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00gN5MqO5T3245752019,479369.00,652,7,0,C
00kaNqjUUn8071752018,00kaNqjUUng9cgRZUe84BU,verde,807175.00,2018,2023-04-01T00:00:00.000-06:00,true,80717.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00kaNqjUUn8071752018,217274.00,598,37,0,C
00kaNqjUUn8071752018,00kaNqjUUng9cgRZUe84BU,verde,807175.00,2018,2023-04-01T00:00:00.000-06:00,true,80717.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00kaNqjUUn8071752018,217274.00,598,37,0,C
00ko9WaS4j8483752020,00ko9WaS4jOX1kEk3gvHjf,blanco,848375.00,2020,2024-02-01T00:00:00.000-06:00,true,84837.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00ko9WaS4j8483752020,253667.00,588,52,0,C
00ko9WaS4j8483752020,00ko9WaS4jOX1kEk3gvHjf,blanco,848375.00,2020,2024-02-01T00:00:00.000-06:00,true,84837.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00ko9WaS4j8483752020,253667.00,588,52,0,C
00mEb94K557199442018,00mEb94K55arYua8RM3Tkh,gris,719944.00,2018,2023-10-01T00:00:00.000-06:00,true,71994.40,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00mEb94K557199442018,919218.00,596,41,0,C
00mEb94K557199442018,00mEb94K55arYua8RM3Tkh,gris,719944.00,2018,2023-10-01T00:00:00.000-06:00,true,71994.40,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00mEb94K557199442018,919218.00,596,41,0,C
00oy0A1Y3I2712272016,00oy0A1Y3IS8SgP8W8xS30,rojo,271227.00,2016,2024-07-01T00:00:00.000-06:00,true,27122.70,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00oy0A1Y3I2712272016,947329.00,588,53,0,C
00oy0A1Y3I2712272016,00oy0A1Y3IS8SgP8W8xS30,rojo,271227.00,2016,2024-07-01T00:00:00.000-06:00,true,27122.70,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00oy0A1Y3I2712272016,947329.00,588,53,0,C
00p85inzGe9892992015,00p85inzGeXRXgqDVn7Ftq,rojo,989299.00,2015,2025-04-01T00:00:00.000-06:00,true,98929.90,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00p85inzGe9892992015,897698.00,574,83,0,C
00p85inzGe9892992015,00p85inzGeXRXgqDVn7Ftq,rojo,989299.00,2015,2025-04-01T00:00:00.000-06:00,true,98929.90,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00p85inzGe9892992015,897698.00,574,83,0,C
00r0qpks8u2884232017,00r0qpks8uOoARSj4EX8ad,rojo,288423.00,2017,2023-11-01T00:00:00.000-06:00,true,28842.30,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00r0qpks8u2884232017,864787.00,598,37,0,C
00r0qpks8u2884232017,00r0qpks8uOoARSj4EX8ad,rojo,288423.00,2017,2023-11-01T00:00:00.000-06:00,true,28842.30,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00r0qpks8u2884232017,864787.00,598,37,0,C
00uY48px8h7401692017,00uY48px8hzqVkeJPdY5ax,azul,740169.00,2017,2023-10-01T00:00:00.000-06:00,true,74016.90,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00uY48px8h7401692017,887037.00,588,54,0,C
00uY48px8h7401692017,00uY48px8hzqVkeJPdY5ax,azul,740169.00,2017,2023-10-01T00:00:00.000-06:00,true,74016.90,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00uY48px8h7401692017,887037.00,588,54,0,C
00yzOk2tJB5813892018,00yzOk2tJB4rSOnWEXiZEg,amarillo,581389.00,2018,2025-09-01T00:00:00.000-06:00,true,58138.90,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00yzOk2tJB5813892018,908335.00,,,0,C
00yzOk2tJB5813892018,00yzOk2tJB4rSOnWEXiZEg,amarillo,581389.00,2018,2025-09-01T00:00:00.000-06:00,true,58138.90,2023-08-17T14:18:09.624-06:00,,,,,,,,A,00yzOk2tJB5813892018,908335.00,,,0,C
012fAd1Q6Q3001952015,012fAd1Q6QghijTmSXhRoL,verde,300195.00,2015,2025-07-01T00:00:00.000-06:00,true,30019.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,012fAd1Q6Q3001952015,557162.00,,,0,C
012fAd1Q6Q3001952015,012fAd1Q6QghijTmSXhRoL,verde,300195.00,2015,2025-07-01T00:00:00.000-06:00,true,30019.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,012fAd1Q6Q3001952015,557162.00,,,0,C
015y9tbhAH6871652021,015y9tbhAHQKmbtktangwv,negro,687165.00,2021,2025-10-01T00:00:00.000-06:00,true,68716.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,015y9tbhAH6871652021,800690.00,572,85,0,C
015y9tbhAH6871652021,015y9tbhAHQKmbtktangwv,negro,687165.00,2021,2025-10-01T00:00:00.000-06:00,true,68716.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,015y9tbhAH6871652021,800690.00,572,85,0,C
019dIDQYcy9737852019,019dIDQYcyd1YDxw625vDR,amarillo,973785.00,2019,2023-04-01T00:00:00.000-06:00,false,97378.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,019dIDQYcy9737852019,514437.00,,,0,C
019dIDQYcy9737852019,019dIDQYcyd1YDxw625vDR,amarillo,973785.00,2019,2023-04-01T00:00:00.000-06:00,false,97378.50,2023-08-17T14:18:09.624-06:00,,,,,,,,A,019dIDQYcy9737852019,514437.00,,,0,C
01C9FxObfo6904632019,01C9FxObfoAiKit9BioeBV,verde,690463.00,2019,2025-04-01T00:00:00.000-06:00,true,69046.30,2023-08-17T14:18:09.624-06:00,,,,,,,,A,01C9FxObfo6904632019,455826.00,584,63,0,C
01C9FxObfo6904632019,01C9FxObfoAiKit9BioeBV,verde,690463.00,2019,2025-04-01T00:00:00.000-06:00,true,69046.30,2023-08-17T14:18:09.624-06:00,,,,,,,,A,01C9FxObfo6904632019,455826.00,584,63,0,C
01D7Nxrz3L5414972022,01D7Nxrz3Lm4KsmTKcOIny,rosa,541497.00,2022,2023-12-01T00:00:00.000-06:00,true,54149.70,2023-08-17T14:18:09.624-06:00,,,,,,,,A,01D7Nxrz3L5414972022,439309.00,654,6,0,C
01D7Nxrz3L5414972022,01D7Nxrz3Lm4KsmTKcOIny,rosa,541497.00,2022,2023-12-01T00:00:00.000-06:00,true,54149.70,2023-08-17T14:18:09.624-06:00,,,,,,,,A,01D7Nxrz3L5414972022,439309.00,654,6,0,C
01DOm09B2A8353102021,01DOm09B2AbiTARAbXVI6g,verde,835310.00,2021,2024-11-01T00:00:00.000-06:00,true,83531.00,2023-08-17T14:18:09.624-06:00,,,,,,,,A,01DOm09B2A8353102021,530528.00,,,0,C
01DOm09B2A8353102021,01DOm09B2AbiTARAbXVI6g,verde,835310.00,2021,2024-11-01T00:00:00.000-06:00,true,83531.00,2023-08-17T14:18:09.624-06:00,,,,,,,,A,01DOm09B2A8353102021,530528.00,,,0,C
01Lr5Yepbg2542322018,01Lr5YepbgjXAWR9iOEyH1,rojo,254232.00,2018,2024-03-01T00:00:00.000-06:00,true,25423.20,2023-08-17T14:18:09.624-06:00,,,,,,,,A,01Lr5Yepbg2542322018,263057.00,584,64,0,C
01Lr5Yepbg2542322018,01Lr5YepbgjXAWR9iOEyH1,rojo,254232.00,2018,2024-03-01T00:00:00.000-06:00,true,25423.20,2023-08-17T14:18:09.624-06:00,,,,,,,,A,01Lr5Yepbg2542322018,263057.00,584,64,0,C
01Lr5Yepbg7539312018,01Lr5YepbgjXAWR9iOEyH1,blanco,753931.00,2018,2024-12-01T00:00:00.000-06:00,true,75393.10,2023-08-17T14:18:09.624-06:00,,,,,,,,A,01Lr5Yepbg7539312018,493633.00,,,0,C
01Lr5Yepbg7539312018,01Lr5YepbgjXAWR9iOEyH1,blanco,753931.00,2018,2024-12-01T00:00:00.000-06:00,true,75393.10,2023-08-17T14:18:09.624-06:00,,,,,,,,A,01Lr5Yepbg7539312018,493633.00,,,0,C
01QXAiPsAB9248372017,01QXAiPsABIkQqGR2krELb,blanco,924837.00,2017,2024-01-01T00:00:00.000-06:00,true,92483.70,2023-08-17T14:18:09.624-06:00,,,,,,,,A,01QXAiPsAB9248372017,705448.00,,,0,C
01QXAiPsAB9248372017,01QXAiPsABIkQqGR2krELb,blanco,924837.00,2017,2024-01-01T00:00:00.000-06:00,true,92483.70,2023-08-17T14:18:09.624-06:00,,,,,,,,A,01QXAiPsAB9248372017,705448.00,,,0,C
01RAzNXzix9147932019,01RAzNXzixPvgS9DxE4Ytu,morado,914793.00,2019,2024-06-01T00:00:00.000-06:00,true,91479.30,2023-08-17T14:18:09.624-06:00,,,,,,,,A,01RAzNXzix9147932019,695260.00,588,52,0,C
01RAzNXzix9147932019,01RAzNXzixPvgS9DxE4Ytu,morado,914793.00,2019,2024-06-01T00:00:00.000-06:00,true,91479.30,2023-08-17T14:18:09.624-06:00,,,,,,,,A,01RAzNXzix9147932019,695260.00,588,52,0,C
01TI2ZMJYd8000472017,01TI2ZMJYdv7PLFgnKAZL4,naranja,800047.00,2017,2025-11-01T00:00:00.000-06:00,true,80004.70,2023-08-17T14:18:09.624-06:00,,,,,,,,A,01TI2ZMJYd8000472017,345693.00,,,0,C
